Código;Item;Estoque;Reservas;Preço;Localização;Código Adicional 1;Código Adicional 2;Código Adicional 3;Código Adicional 4;Código Adicional 5
11884T;INT. SAVEIRO 1.6  16V 2014/2024 GVI/GVII  C/FLANGE;2.0;0.0;759.37;D/2;11884T;;VW0425M;;
01210-50114SP;INT. FIESTA 1.0 ZETEC ROCAM 99/01;0.0;0.0;311.6;;10109T;50114W;FR3605M;;
11162T;SIL. ESPORTIVO GOL 1.6 .../91 CX OVAL PONT P/ BAIX;0.0;0.0;397.4;G/14;;;;;
11879T;INT. MOBI 1.0 6V/ 8V 4CIL 2015/... 1.0 3 CIL 16/..;2.0;0.0;678.91;C/66;11879T;21034W-NF;FT4214M;;
11457T;INT. GOL 1.0 12V 03 CIL 2017/.....;4.0;0.0;340.5;C/4;11457T;;VW0424M;;
11460T-VW0301F;TUBO TERM. UP 1.0 12V 2014/......;2.0;0.0;319.15;C/113*;;;;;
11458T;SIL. GOL 1.0 12V 03 CIL 2017/.......;2.0;0.0;560.4;A/3 - 1 CIMA;11458T;61558SP;VW0490T;;
SA5003;VARETA DE SOLDA 3.18mm (GROSSA);36.0;0.0;34.9; B/1 - 12;;;;;
SA2235;GAXETA M.AÇO D-20 MAXION/ SILVERADO;10.0;0.0;80.0;;RF235;;;;
SA2580;GAXETA M.AÇO NISSAN 16V TRASEIRO (VEJA OBS);10.0;0.0;81.0;;RF204-GQ-E-182-GF;;;;
KT704;Kit Parafuso Mola Arruela Peugeot Citroen ../2007;5.0;0.0;186.0;;;;;;
SA303;GAXETA FERRO OPALA 6CC /D-20/SILVER/C10-6C;26.0;0.0;45.0;;RF236;;;;
12336SP;"LUVA  Ø  1.1/2"" X 1.1/2""  (38 ) X 200BOLSA/PONTA";0.0;0.0;47.06;;;;;;
13337SP;LUVA;0.0;0.0;168.0;;;;;;
SA3008-ML;"LUVA PARA JUNÇÃO Ø 2.1/2""x 2.1/2"" 200mm 2 EXPANSÃO";0.0;0.0;102.03;;12344;;;;
12402SP;"CURVA 45""  Ø  1.3/4""  44,45mm";0.0;0.0;100.55;;;;;;
12337SP-DV9871V;"LUVA  Ø  1.5/8"" x 1.5/8"" ( 41,7) x 200 BOLSA/PONTA";1.0;0.0;54.0;;;;;;
02111-19207T;TUBO TERM. SPRINTER 308/311/313/314/316 2001/2012;0.0;0.0;622.5;;;;;;
5304-D;CAT. CORSA/IDEA/PUNTO/PALIO 1.8 @;2.0;0.0;504.6;H-12;16814;47460;GM2607C;10100;
00976-41519SP-NC;SIL. ASTRA SEDAN  1.8 2.0 8V 98/01;0.0;0.0;476.6;C/17;10614T;41519W;GM2404T;;
01211-51527W;SIL. FIESTA 1.6 01/03 SEDAN STREET;0.0;0.0;588.6;;10112T;51527W;FR3612T;;
31A;BROCA AÇO RAPIDO 6.5MM HTOM;0.0;0.0;0.0;;;;;;
00316T;TUBO TERM. FIAT 147 75/87 LONGO;1.0;0.0;221.65;C/87 ;;;;;
16758T-67886SP-;CAT. GOL/FOX/VOY/POLO/NIVUS 3 CIL 1.0 12V  17/22;0.0;0.0;0.0;;10299OG;;;;
01730-11873T;TUBO TERM  1.0 12V  TSI 2016/;1.0;0.0;342.43;C/120 ;;;;;
01729-11872T;INT. UP 1.0 12V  TSI 2016/;2.0;0.0;1005.4;D/18 ;11872T;;;;
22N;TB EXTE ZEBRA;0.0;0.0;;C/118 ;;;;;
01823-90121;INT. RENAULT SANDERO 1.6 8V 08.../ LOGAN 15/17;0.0;0.0;355.6;D/7 ;19432T;90121W;RN6025M;;
01325-40162;INT. VECTRA 2.0 2.4 2006 SEDAN ( RETO );0.0;0.0;608.6;E/5;10666T;40162W;GM2220M;;
PL1024A;"PONT. OVAL CURTA  ENT.  2""  CR";1.0;0.0;0.0;;;;;;
P24;"PONT. INOX TUBARÃO ENT 2.1/2"" S/3.1/2"" REGULAVEL";7.0;0.0;67.5;;;;;;
5642-A;CAT. PRIMARIO NISSAN MARCH VERSA 1.0 12V 3CC ;1.0;0.0;0.0;H-16;;;;90120;
KT577;Junta E Anel De Vedação Tubo Do Motor Vw Santana ;5.0;0.0;0.0;;;;;;
19730;"PONT. FOX 1.3/4""   C/PARAFUSO";0.0;0.0;0.0;;;;;;
19737;PONT. FOCUS   C/PARAFUSO;0.0;0.0;0.0;;;;;;
19738;"PONT. GOL GV 1.3/4"" C/PARAFUSO";0.0;0.0;0.0;;;;;;
SA3280;JTA  COLET. ADMI PST 98/05 AUDI A4/A6 2.8 98/05;12.0;0.0;53.0;;3280HP;;;;
SA3462;JTA ESCAP. MOBI FURO DE 53mm ;9.0;0.0;27.4;CESTO;3462HPCH;;;;
SA3459;JTA ESCAP. MOTOR FIRE 2016/........ FIRE EVO;33.0;0.0;28.0;;3459HP;;;;
SA3463;JTA COL. ESCAP UP, FOX/GOL 3CIL ;18.0;0.0;23.0;CESTO;;;;;
SA281;COXIM TORO 2016/ RENEGADE 2015/   COMPASS 2016/..+;26.0;0.0;45.7;;;GR115-950;DV9904V;;
SA1200;"FLEXIVEL UNIVERSAL Ø 2"" X 200mm  GRANADA";-1.0;0.0;276.0;;FG178GRANADA;19480T;;10715;
KT974-1;KIT 50 Parafusos Sextavados M8X40 porca E Arruela;0.0;0.0;0.0;;;;;;
02211-84505SP;SIL. AIRCROSS 1.6 16V MEC/ CITROEN C3 1.5 8V 2013/;0.0;0.0;519.6;B/2-1;;19850T;;;
1539;GRAXA BRANCA 300ML/209G ;11.0;0.0;16.9;;;;;;
5315;VASELINA 160G/300ML SPRAY ;24.0;0.0;16.9;;;;;;
6690;TINTA SPRAY PRETO FOSCO 340ML/190G ORBISPRAY ;18.0;0.0;15.9;;;;;;
6695;TINTA SPRAY ALUMINIO 340ML/190G ORBISPRAY ;22.0;0.0;0.0;;;;;;
SA912P;PARAFUSO SEXTAVADO 5.16 X 2 POL.;27.0;0.0;8.5;;;;;;
07504-11307T-61701;TUBO MOTOR GOL GII 1.0 8V 96/2000 GIII 99/2000 C/S;1.0;0.0;506.64;B/1 - 11 ;11307T;61701W;VW0403D;;
SA963;PRISIONEIRO 8X10X35;57.0;0.0;16.0;;GR238;PK083-06;;;
47870SP-16112T;CAT. COBALT  1.4 8V 2012/..... - SECUNDÁRIO ;0.0;0.0;0.0;H-05 ;47870SP;16737T;GM2616C;5356;
115121WN;CAT. UNIVERSAL S/ FLANGE 1.0/1.4/1.2 ;0.0;0.0;0.0;H-09;;;;;
CI212;"CURVA INOX 304 2.1/2"" 1.5MM ESPESSURA ";-5.0;0.0;49.9;;EL33-URVAS2.1-2;;;;
5631-W;CAT. PALIO/GRANSIENA/STRADA 1.4 8V EVO 15/.. C/FL;0.0;0.0;0.0;H-17;16868T;27400SP;FT4430C;;10104OG
127432W;CAT. PALIO SIENA 1.0 8V FIRE FLEX MAIO 2008/20014;0.0;0.0;0.0;H-09;10317OG;;;;
5616W;CAT. IDEA /PALIO /DOBLO 1.0 1.4 8V EVO 09/14 ;0.0;0.0;0.0;H-07;16844T;127445;FT4427C;;
5640W;CAT. FIORINO 1.3 FIRE FLEX 2007 ATE 2013 ;0.0;0.0;0.0;H-12;27452SP;16821T;127452W;FT4211C;10311OG
5605N;CAT. PALIO /WEEKEND /STRADA 1.6 1.8 ETORK 2011/ ++;0.0;0.0;950.0;H-08;16858T;127463W;FT4429C;40120;
5304-B;CAT. CORSA/IDEA/PUNTO/PALIO 1.4+;6.0;0.0;899.0;H-14;16814T;47460SP;GM9743C;10100;
5533-A;CAT. GOL GV 09/17 FOX GOLF POLO 1.0 8V;5.0;0.0;790.0;;16805T;167449W;VW0324C;301001.0;
5703N;CAT. HB20/PICANTO 1.0 12V ASPIRADO 2012/...&;1.0;0.0;799.0;SL;16871T;87815SP;HY7525C;;
12117T;TUBO MOTOR CAMINHAO CARGO 1421/1721/1622 - 2000/..;1.0;0.0;610.0;D/16;;;;;
5303-A;CAT. ONIX/PRISMA 1.0 2012/2019 CELTA/CLASSIC15/16@;2.0;0.0;836.0;H-11;16854T;47570SP;GM2618C;101101.0;
16752T-87806WN;CAT. NISSAN MARCH/VERSA  1.0 12V FLEX 2012/.......;0.0;0.0;0.0;H-11;;;;;
00795-40156;INT. S10 BLAZER 1995/1997;0.0;0.0;587.4;C/95;;;;;
P02;"PONT. ENT 2.1/2 SAIDA 3""  INOX C/PARAFUSO";0.0;0.0;;;;;;;
P16B;"Pont. Inox 304  OVAL C/ Grade 4"" BLUE";1.0;0.0;159.5;;;;;;
P04;"PONT. ENT 3"" SAIDA 4""  INOX ";0.0;0.0;;;;;;;
P06-ML;"PONT. ENT 2.1/2"" SAIDA 3""  INOX ";-4.0;0.0;;;;;;;
P07;"PONT. INOX ENT. 2.1/2"" SAÍDA 3"" 180MM HILUX ROLETA";3.0;0.0;72.0;;;;;;
P12;"PONT. INOX ENT. 2.1/2"" SAÍDA 3"" 180MM HILUX ";2.0;0.0;72.0;;;;;;
P17;"PONT. RETA  SAIDA BAULADA ENT 3"" SAIDA 4""  INOX ";0.0;0.0;;;;;;;
P19;"PONT. RETA ENT 3"" SAIDA 4"" SAIDA BAUL.INOX C/PARAF";0.0;0.0;;;;;;;
P21;"PONT. DUPLA ENT.2.1/2"" SAIDA 3 1/2"" INOX";0.0;0.0;;;;;;;
P32;"PONT. INOX  ENT 2.1/2 "" SAIDA 3.1/2"".  RETA";-4.0;0.0;108.75;;P32;;;;
PL1143-ML;PONT. RETA CR SANTANA;-2.0;0.0;;;;;;;
P08;PONT. ENT .   SAIDA      INOX ;0.0;0.0;;;;;;;
P11;PONT. ENT .   SAIDA      INOX ;0.0;0.0;;;;;;;
SA2262;GAXETA M AÇO  CHEVROLET OPEL IMPORTADO;0.0;0.0;48.0;;;;;;
5127883W;CAT. ARGO/MOBI 1.0 3 CIL ENC.ABRAÇA  20/.. (OBS);1.0;0.0;855.413;H-17;-------------;--------------;FT4215C;-----------------;10465
117801WN;CAT. HONDA CITY 1.5  03/09  / FIT 1.4 8/15 09/14;1.0;0.0;0.0;H-09;16724T;17801SP;;;
187504W;CAT. HB20 1.6 16V 2020/....... C/COLETOR;1.0;0.0;0.0;H-13;;16872T;;;
177827W;CAT. ETIOS 1.3/1.5  16/21 PRIMARIO;0.0;0.0;0.0;;10289OG;;;;
KT4308-1;Tubo Flexível Uno Economy Com Abraçadeiras;5.0;0.0;0.0;;;;;;
117427W;CAT. HONDA CIVIC 1.8 G10 C/VALV EGR PESCOÇO LONG;0.0;0.0;0.0;;;;;;
5323N;CAT. CRUZE/ TRACKER  1.4 TURBO 2017 ATE 2020;11.0;0.0;1121.0;H-07;;547574;;10150;
187830W;CAT. KICKS 1.6 16V 2016/....... ;0.0;0.0;0.0;;;16872T;;;
11551T;SIL. PALIO 1.6 16V 96/00 zebra;0.0;0.0;0.0;;10327OG;;;;
FR3854D;TUBO MOTOR FORD CARGO 1722/2422/2428/2622/2628 ELE;1.0;0.0;390.0;D/16;;;;;
127428W;CAT. IDEA PALIO SIENA PALIO WEE 1.3 1.4 FLEX 05/08;0.0;0.0;0.0;H-17;10220OG;;;;
157462W;CAT. FORD KA 1.0/1.6 8V 2008/2013 PESCOÇO CURTO;0.0;0.0;0.0;;;;;;
ES203;ABAFADOR INOX 304 SAÍDA CHANFRADA;0.0;0.0;398.25;;P107-2;;;;
10941T-EL;TUBO EXT ARGO/CRONOS 1.0 3CC 2021/...ENCAI ABRA;2.0;0.0;381.62;B/1 - 23;10941T;;FT4422E;;EL121
5630N;CAT. KA 1.0 3CIL 15/18 C/COLETOR C/FLANGE;0.0;0.0;1050.0;H-01;16750T;557978W;NF;;
127490W-ML;CAT. COMPASS 2.0 16/21 TORO 2.4/2.0  ;0.0;0.0;0.0;;;;;;
KT12336;Tubo Luva Emenda Adaptação Escapamento 1 1/2'';0.0;0.0;0.0;;;;;;
527885WN;CAT. ARGO/CRONOS/STRADA 1.3  F.FLY 20/... S. TUBO;1.0;0.0;1006.5;H-16;;;;;
117428W;CAT. HONDA CIVIC G10 /HRV 1. 5 TURBO (VEJA OBS);0.0;0.0;0.0;;;;;;
ES201;ABAFADOR INOX 304 SAÍDA RETA ;0.0;0.0;398.0;;P107-1;;;;
597762WN;CAT. LOGAN/SANDERO/KWI D 3 CIL 12V 2016/.. C/COL.;0.0;0.0;0.0;H-11;10320OG;;;;
5635W;CAT. UNO FIRE FLEX E ECONOMY 1.0 8V 2006/2013@;0.0;0.0;0.0;H-17;16820T;127412W;FT4210C;;
117425W;CAT. HONDA CIVIC 1.8 07/11 C/VALV EGR PESCOÇO CURT;0.0;0.0;0.0;H-17;;;;;
A6510902952;FILTRO COMBUSTIVEL MERCEDES BENZ A6510902952;1.0;0.0;295.0;;;;;;
117568W;CAT. RENEGADE 1.8 16V  E-TORQ 2015/2021 FLEX;0.0;0.0;0.0;H-11;;;;;
11346-;MASCARA DESCARTAVEL PFF2 COM FILTRO LBK CA38829;0.0;0.0;4.2;;;;;;
157465W-ML;CAT. ECOSPORT 1.6 SIGMA 2013/2017 C/COL. NEW FIEST;0.0;0.0;0.0;H-05 ;;;;;
127462W;CAT. PALIO/GRAN SIENA 1.4 EVO 12/14 C/COL S/FL;1.0;0.0;796.5;H-17;27462SP;16851T;FT4427C;-------------;104120G
5355N;Catalisador Fiesta Ecosport 2009/2014 Zetec Rocam;4.0;0.0;980.0;H-12;16810T;157442W;FR3626C;50100;
157979W;CAT. KA 1.0 3CIL  19/21 C/COLETOR C/ANEL;1.0;0.0;0.0;H-17;;;;;
6001;CAT. ETIOS 1.3/1.5 12/15 PRIMARIO @;2.0;0.0;0.0;H-08;;177817W;TO5208C;;
6002;CAT. ARGO/CRONOS/STRADA 1.3 ENCFRANCES 17/20(OBS)@;2.0;0.0;972.95;H-12;;127884W;;;
117426W;CAT. HONDA CIVIC 1.8 12/16 C/VALV EGR PESCOÇO LONG;0.0;0.0;0.0;H-13;10471OG;;;;
5709-A;CAT. NISSAN MARCH/VERSA 1.6 16V 2012/ C/ 2 CAT E @;1.0;0.0;0.0;H-20;;;;;
5127883WN-16880T;CAT. ARGO/MOBI 1.0 3 CIL ENC.ABRAÇA  20/.. (OBS);1.0;0.0;884.85;H-09;-----------;------------;FT4215C;----------;10465OG
5704N;Cat. Hb20 1.6 CRETA VELOSTER KIA SOL CERATO MT 1.6;2.0;0.0;825.0;H-19;16872T;87503W;HY7506C;20140;
127426W;CAT. PALIO/SIENA 1.0 8V 2005 a ABR/2008  FIRE FLEX;0.0;0.0;0.0;;10244OG;;;;
5209-SP;TUBO MOTOR C/ CAT. COURIER 1.6 8V 2002/2009  @;0.0;0.0;0.0;;;;;;
5610;CAT. LINEA 1.9 16V 2009/2011 C/COLETOR @;1.0;0.0;0.0;H-12;16816;127455W;;;
147501W;CAT. S10 2.4 10/12 PRIMARIO C/TB MOTOR ;0.0;0.0;0.0;;;;;;
117432W;CAT. HONDA CITY/FIT 1.4/1.5 09/014 SECUNDARIO;0.0;0.0;0.0;;;;;;
6003;CAT. ONIX /PLUS 1.0 12V 3CIL 2019/.... ASPIRADO @;1.0;0.0;1186.62;H-12;;547990RC;;;10477OG
597624WN;CAT. LOGAN/SANDERO 3 CIL 12V 2016/.. C/COLETOR;0.0;0.0;0.0;;10320OG;;;;
5643-A;CATALISADOR HONDA HRV 2015 2016 2017 2018 2019 202;1.0;0.0;0.0;H-07;;517431;;60180;
10940T-EL-W;TUBO EXT ARGO 1.0 3CC 2017/2020 ENCAIUXE FRANCES;1.0;0.0;409.58;B/1 - 20;10940T;520751W;FT4421E;;EL120
10342OG;CAT. MITSUBISHI PAJERO TR4 2.0 2007/...(SECUNDÁRIO;0.0;0.0;1800.0;H-18;;;;;
5644-A;CAT. KA 1.5 12V 3CC 2016/2021 (MT DRAGON);4.0;0.0;1083.0;;;557889W;NF;50110;
115120WN;REFI UNIVERSAL S/ FLANGE 1.0/1.2 REFIL 148mm;-1.0;0.0;0.0;;;;;;
6007;CAT. UNIVERSAL S/ FLANGE 1.8 ATE 2.2;2.0;0.0;667.17;H-16;16035;15401;DV8103C;;
167000WN;CAT. UP 1.0 19/21 3CIL TURBO C/TB MT E FLEX;0.0;0.0;0.0;H-03;;;;;
9870;ORBISPRAY TINTA ALTA TEMPERATURA PRETO 340ML/220G;68.0;0.0;25.2;;;;;;
9871;TINTA ALTA TEMPERAT ALUMINIO 340ML/220G;84.0;0.0;24.9;;;;;;
01569;COLETOR FERRO GOL 1.8 8V MI AT;1.0;0.0;900.0;;;;;;
339T;SIL. FIORINO 90/91 1.5 ;0.0;0.0;759.36;C/46 ;339T;;;;
67886SP-167886WN;CAT. GOL /FOX/VOYAGE/POLO 3CIL 1.0 12V 2017.......;5.0;0.0;0.0;H-04;10299OG;;;;
11369T;SIL. KOMBI ...91 TUBULAR  SAIDA LATERAL;1.0;0.0;526.85;SL/1;11323T;;;;
10312SP-19692T;SIL. UNIVERSAL 1  ENT .Ø 2 / 2 SAIDA PONT. DUPLA ;1.0;0.0;633.41;B/1 -52;19692T;;;;
65604SP;CAT. GOLF  2.0  GII  99/2000 99 a 12/2001;1.0;0.0;0.0;;10106OG;;;;
01223A;SIL. FIESTA ASPIRADO 1.0 02/07 SEDAN ENTRADA CURTA;2.0;0.0;639.6;C/16;51536SP;10149T;FR3615T;;
GM2414M;INT. MERIVA 1.8 8V  2010/2012 (COM CAT.SECUNDARIO);1.0;0.0;694.38;F/12 ;;;GM2414M;;
GM2411M-40157SP;INT. MERIVA 1.4 8V  09/12  1.8 SET 2005/2008 LONGO;2.0;0.0;783.4;D/19 *;;40157SP;GM2411M;;
GM2612E;INT. CELTA/ PRISMA / CLASSIC 15/16 ;2.0;0.0;45.36;;;;GM2612E;;
01608-20109W;INT. UNO MILLE FIRE 1.0 8V 01/06;0.0;0.0;316.8;F/3 ;11617T;20109W;FT4204M;;1950N
01335-40161W;INT. VECTRA 2.0 2.4 07/08 SEDAN - CURVO;0.0;0.0;557.01;F/6;10686T;40161W-NF;GM2222M;;
00478-604T;TUBO MOTOR  JEEP BANDEIRANTES  90/93;1.0;0.0;454.5;C/117 ;604T;71306W;TO5001D;;
11464T;TUBO INT. HB20 1.0 12V FLEX 2015/........;2.0;0.0;510.4;C/122;11464T;81206W;HY7511E;;
01501-60140W;INT. GOL TREND 1.0 8V FINO 38mm FINO;0.0;0.0;324.62;C/77 ;11177T;60140W;VW0401M;;1524N
00102-51054SP;SIL. JEEP  - F75 - RURAL 4CIL 1975/1978;0.0;0.0;498.41;C/62 ;10385T;51054W;FR3003S;;
5304-A;Catalisador Celta Corsa Classic Hatch Prisma 06/14;6.0;0.0;899.0;H-17;16813;147460W;GM9743C;101001.0;
923298;"RESSONADOR INOX 2.5"" 63MM ";0.0;0.0;552.6;;;;;;
KT707-1;KIT PARAFUSO HONDA CIVIC CITY FIT ANEL DE MALHA;-2.0;0.0;500.6;;;;;;
01340-41568W-NF;SIL. CLASSIC 1.0 2010/...(INTERMERD. SEM ABAFADOR);0.0;0.0;441.6;A/4 - 3;10780T;41568N;GM2625T;;1532N
00889-60101W;INT. GOL / PARATI 1.6 1.8 MI/AP 50,80mm GROSSO;7.0;0.0;328.07;A/2 - 3;11084T;60101W;VW0402M;;E1774N
SA5005;ELETRODO WELD E6013 3.25MM KG;0.0;0.0;0.0;C/17;12027;;;;
00421-532T;"TUBO RETO  4.1/2""  POL. X 2MT";1.0;0.0;573.0;F/10;;;;;
SA605;ABRAÇADEIRA PEUGEOT 206/306/CLIO/C3/PICASSO  79mm;7.0;0.0;43.1;;;;;;
01880-RN6038M;INT. RENAULT CLIO HATCH 1.0 8V/16V 2013/2016;1.0;0.0;350.85;C/7;10892T;;RN6038M;;
01881-10893T;SIL. RENAULT CLIO  HATCH 1.0 8V/16V  2013/2016;2.0;0.0;662.4;A/5 - 2;;;;;
AB0005;"DISCO FLAP G-80 4.1/2 "" X 1.0 X 22.23  NORTON BASI";1.0;0.0;472.6;;;11808T;;;
01348-41561W-NC;SIL. PRISMA / ONIX /JOY 1.0 8V 2012 / 2019;1.0;0.0;532.6;A/2 - CIMA;10790T;41561SP;GM2628T;;
PL1018;"PONT. DUPLA  ENT. Ø 2""";0.0;0.0;;;;;;;
PL1022-ML;"PONT. DUPLA ENT. 1.7/8"" ";0.0;0.0;;;;;;;
PL1023-ML;"PONT. CHINEZINHA VIROLADA 1.3/4""";0.0;0.0;;;;;;;
795T;TUBO MOTOR CAMINHAO MB 1113/2213 TURBO 69/88 C/PRO;1.0;0.0;0.0;;;;;;
01343-10778T;INT. CELTA/ PRISMA / CLASSIC 10/12 40mm  LONGO;2.0;0.0;200.1;A/2 - 2;10778T;41268W;GM2660E;;10655N
HO6213T;SIL. HONDA CITY 1.4/1.5 16V 2013/2014;1.0;0.0;785.4;SL/12;19799T;;HO6213T;;
11912T;SIL. FRONTIER 2.5 16V 2008/2016;1.0;0.0;1847.0;E/8;11912T;;;;
12A;TUBO MOTOR  ;0.0;0.0;815.44;B/1 - 14 ;;;;;
19059T;"ABAFADOR JK Ø 3.1/2""ENT/SAI  Ø 2"" COMP.430mm";0.0;0.0;216.96;C/20;19059T;;;;
19287T;"ABAFADOR JK Ø 4"" ENT/SAI  Ø 2.1/2"" COMP.530mm S/MI";1.0;0.0;345.41;C/20;19287T;;;;
180718W;TUBO EXT HB20 1.0 12V HATCH  2020/... HACTH/SEDAN;4.0;0.0;439.94;B/1 - 18 *;10950T;180718W;;;
81208SP;TUBO INT. HB20 1.0 12V 2020/  HACTH/SEDAN;1.0;0.0;394.4;C/93 ;;81208SP;HY7514E;;
21208SPW-11785TNC;TUBO INTERMED. OPCIONAL UNO MILLE FIRE 2002/2006;1.0;0.0;38.4;C/117 ;11785T;21208W;;;
01568-60149;INT. FOX 1.0 FLEX 03/08;3.0;0.0;397.6;C/35 ;11248T;60149W;VW0319M-VW0320M;;
51052SP-10384T;SIL. JEEP  - F75 - RURAL 6 CIL 1975/1978;1.0;0.0;313.41;C/52;10384T;51052SP;;;
18050T;"SIL. ESPORTIVO ALTO FLUXO CX OVAL ENT/SAIDA 2.1/2""";2.0;0.0;237.91;C/3 ;18050T;;;;
19596T-ML;" PONT.  PALIO CROMADA 1.3/4""X2.1/2""X160mm";2.0;0.0;399.6;;;;;;
01214-10140T;SIL. FIESTA 1.0/1.3 96/02 KA 08/14     POP    ;2.0;0.0;350.2;C/52;10140T;51569W;;;
19701T-ML;PONT.  CELTA OBLONGA C/PARAF CROMADA ;0.0;0.0;427.6;;;;;;
DV9840V;"CURVA 45° Ø 3"" 1/2""   1,55mm X 400 X 400";0.0;0.0;0.0;;;;;;
DV9502V;"CURVA 90º  Ø  4"" 1/2   1,95mm PARA ADAPTAÇÃO";0.0;0.0;370.55;;;;;;
DV9477V;"CURVA 135° Ø  3"" 1,55mm X 400 X 400";2.0;0.0;;;;;;;
16759-67913W;CAT. UP 1.0 12V 2015/2021 ASPIRADO;1.0;0.0;999.0;H-03;;;;;
1024153;OLEO LUBRAX MOTO 4T 10W30-SL JASO MA2 SEMI-SINTÉTI;24.0;0.0;29.0;;;;;;
1024151;OLEO LUBRAX MOTO 4T 20W50  SL JASO MA MINERAL (GP;12.0;0.0;26.0;;;;;;
19549T;"PONT.  CAMINHÃO  4"" CURVADA CROMADA";0.0;0.0;600.6;;;;;;
WP18A;"PALHETA SILICONE UNIVERSAL 18""  WENDT";13.0;0.0;0.0;;;;;;
WP16A;"PALHETA SILICONE UNIVERSAL 16""  WENDT";4.0;0.0;0.0;;;;;;
WP19A;"PALHETA SILICONE UNIVERSAL 19""  WENDT";5.0;0.0;0.0;;;;;;
WP20A;"PALHETA SILICONE UNIVERSAL 20""  WENDT";13.0;0.0;0.0;;;;;;
WP22A;"PALHETA SILICONE UNIVERSAL 22""  WENDT";2.0;0.0;0.0;;;;;;
WP24A;"PALHETA SILICONE UNIVERSAL 24""  WENDT";4.0;0.0;0.0;;;;;;
AB0003-15365;DISCO CORTE NORTON  STANDARD 115 X 1.0 X 22.23;576.0;0.0;0.0;;;;;;
16767T;CAT. POLO 1.0 12V 2017/2022 ASPIRADO ;0.0;0.0;;;;;;;
117160;"CAT. REFIL UNIV REDONDO 4,66"" ATÉ 1.6  REFIL 148MM";2.0;0.0;;;;;;;
117220;"CAT. REFIL UNIV REDONDO 4,66"" ATÉ 2.2  REFIL 148MM";0.0;0.0;;;;;;;
320T;TUBO INT. UNO FIASA  94/;0.0;0.0;;;320T;;;;
597624WML;CAT. LOGAN/SANDERO 3 CIL 12V 2016/.. C/COLETOR;0.0;0.0;;H-13;10320OG;;;;
STD101-48;Kit 48 Disco De Corte Norton Standard 4.1/2 Aço ;2.0;0.0;0.0;;;;;;
00760-41504W;SIL. ASTRA HATCH ...96;4.0;0.0;386.6;C/24 ;10552T;41504W;GM2401T;;
01500-161512W;SIL. GOL 1.0 SPECIAL 02/03 FINO  S.RETA 39.1mm;0.0;0.0;475.6;A/6 - 1;11178T;61512W;VW0406T;;1527N
01524-61518W;SIL. GOL POWER/TREND 1.0 8V 01/05 42mm  S.CURVADA;9.0;0.0;424.26;B/5 -5;11192T;61518W;VW0407T;;1528N
SA0007;DISCO DESBASTE CLASSIC BDA 600 115X 6.4 X 22.23MM;-1.0;0.0;0.0;B/5-3;00910;;;;
00051-41508W-NC;SIL. MONZA 82/90;1.0;0.0;322.6;A/3 - 3 ;180T;41508W;GM2014T;;
01804-91509SP;SIL. RENAULT CLIO HATCH 1.6 8V/16V ;0.0;0.0;522.93;B/3 -1;;19095T;;;
KT;Kit ;0.0;0.0;0.0;;;;;;
KT707;Parafusos e Molas de Escape Honda Civic/City/Fit;0.0;0.0;0.0;;;;;;
12354SP;"LUVA REDUÇÃO Ø 1.1/2"" 200mm  2 EXPANSÃO";0.0;0.0;102.03;;;;;;
12355SP;"LUVA REDUÇÃO Ø 1.3/4""x 1.5/8"" 200mm ";2.0;0.0;150.0;;;;;;
12356SP;"LUVA REDUÇÃO Ø 1.7/8""x 1.3/4"" 200mm ";4.0;0.0;102.03;;;;;;
STD101-24;Kit 24 Disco De Corte Norton Standard 4.1/2 ;6.0;0.0;71.28;;;;;;
TO5208M;INT. ETIOS SEDAN 1.3/1.5 16V 2012/2015;1.0;0.0;;B/A - 7;10898T;;TO5208M;;
SA970;COXIM TRAS.;0.0;0.0;150.0;;;;;;
01247-5151SPNC;SIL. FIESTA ASPIRADO 1.0 02/06 HATCH  ENTRAD.CURTA;2.0;0.0;543.6;B/4 -2;;;;;
BA150;Bomba Dagua Gm Monza Gasolina 87/88;2.0;0.0;0.0;;;;;;
07042OG;TUBO MOTOR  FIESTA 1.3 95/96 ;1.0;0.0;538.0;B/1 - 2 ;;;;;
VW0646D;CJ. TUBO PRIMARIO VW DELIVERY;0.0;0.0;0.0;C/117 ;;;;;
01022A-10312SP;"SIL. UNIVERSAL 1 ENT .Ø 2"" PONT.  DUPLA (OBS)";3.0;0.0;464.0;B/1 -52;;10213W;;;
5303-D;CAT. CELTA/COBALT/CORSA/MONT/ONIX/PRISMA/SPIN @;0.0;0.0;635.4;H-08;16854;47572SP;GM2618C;10120;
TO5207T;SIL. ETIOS HACTH 1.3/ 1.5 16V 2012/2015;1.0;0.0;420.0;BA/13;;;TO5207T;;
1000213;LUBRAX ESSENCIAL 2T 30 40X500 - TC MINERAL 1 PARA ;0.0;0.0;0.0;;;;;;
ES206;ABAFADOR INOX 304 BLUE C/ PONT ROLETADA;0.0;0.0;398.0;;EL402BL;;;;
P62;"PONT. INOX  DUPLA ENT.2.1/2"" SAIDA 3 1/2"" 200MM";0.0;0.0;367.5;;P62;;;;
P59;"PONT. INOX DUPLA ENT.2.1/2"" SAIDA 3""  170MM";1.0;0.0;326.25;;P59;;;;
P31;"PONT. INOX CHANFRADA ENT.2.1/2"" SAIDA 4"" ";-4.0;0.0;108.75;;P31;;;;
